run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees,tree_size,tree_size_SD
2,TRUE,TRUE,0,22,43.18517187,226,40.84863677,26.536067
3,TRUE,TRUE,0,24,36.21847429,231,36.32432857,25.90142511
4,TRUE,TRUE,0,25,42.12161166,201,43.32187096,27.95954937
1,TRUE,TRUE,0,23,44.11710764,219,40.6703689,28.7010626
3,TRUE,TRUE,0,25,36.64420687,230,36.46097087,25.99529846
4,TRUE,TRUE,0,26,41.92110893,199,43.3766518,27.8843701
1,TRUE,TRUE,0,24,42.90922608,214,40.69678053,28.42659839
2,TRUE,TRUE,0,23,42.70030572,224,40.70082348,26.45422778
3,TRUE,TRUE,0,26,35.43448502,226,36.39093165,25.46434604
1,TRUE,TRUE,0,25,42.14401018,214,40.33443922,27.97612384
4,TRUE,TRUE,0,27,41.43901787,197,43.53591263,27.558001
2,TRUE,TRUE,0,24,42.35785706,222,40.83478285,26.27405022
3,TRUE,TRUE,0,27,35.64000147,225,36.66899183,25.46065033
1,TRUE,TRUE,0,26,42.67096924,213,40.87169613,27.92873985
2,TRUE,TRUE,0,25,42.66557973,221,40.99813974,26.3461719
4,TRUE,TRUE,0,28,41.74573833,196,43.88556948,27.60467698
1,TRUE,TRUE,0,27,43.21341116,214,41.25409394,27.92337998
2,TRUE,TRUE,0,26,43.0652378,220,41.37993192,26.36982251
3,TRUE,TRUE,0,28,36.02919238,223,37.16838055,25.51357354
4,TRUE,TRUE,0,29,41.23015865,193,44.04635688,27.48708437
3,TRUE,TRUE,0,29,36.45573923,223,37.36828438,25.51569715
2,TRUE,TRUE,0,27,43.2880647,219,41.7895935,26.36577362
1,TRUE,TRUE,0,28,43.75472981,215,41.4833533,27.93860699
4,TRUE,TRUE,0,30,41.54398902,192,44.41053405,27.52865548
3,TRUE,TRUE,0,30,36.83138739,222,37.73568932,25.56655832
2,TRUE,TRUE,0,28,43.73374142,218,41.88410687,26.48759104
1,TRUE,TRUE,0,29,43.16284491,210,41.96711053,27.8310408
3,TRUE,TRUE,0,31,37.27719169,222,37.93928533,25.57602107
4,TRUE,TRUE,0,31,41.02106676,190,44.45597705,27.34045794
1,TRUE,TRUE,0,30,43.45995504,205,42.8212623,27.92521899
2,TRUE,TRUE,0,29,42.20029549,215,41.22108008,26.09768727
3,TRUE,TRUE,0,32,35.22558672,217,37.50759053,24.81917027
4,TRUE,TRUE,0,32,40.40618952,187,44.18322414,27.29534775
1,TRUE,TRUE,0,31,41.62938295,200,42.49970453,27.52699445
2,TRUE,TRUE,0,30,41.23198206,210,41.22586109,26.05139243
3,TRUE,TRUE,0,33,35.59766502,216,37.59014694,24.94132911
4,TRUE,TRUE,0,33,40.38868256,184,44.4674562,27.33431495
1,TRUE,TRUE,0,32,41.94399724,197,43.2410311,27.64803613
2,TRUE,TRUE,0,31,41.53010004,208,41.56006076,26.27150395
3,TRUE,TRUE,0,34,35.05426863,214,37.54974508,24.55574887
4,TRUE,TRUE,0,34,40.47386501,182,44.63896892,27.42569795
1,TRUE,TRUE,0,33,42.36380576,196,43.74477309,27.56941062
3,TRUE,TRUE,0,35,35.49446967,213,38.01061049,24.54761558
4,TRUE,TRUE,0,35,40.84696553,180,45.26094051,27.40896313
2,TRUE,TRUE,0,32,41.47267506,205,41.57785889,26.39084466
1,TRUE,TRUE,0,34,42.25862029,190,44.24839166,27.87466811
3,TRUE,TRUE,0,36,34.42956145,209,37.9960793,24.05920701
4,TRUE,TRUE,0,36,41.25765648,178,45.6896109,27.49058069
2,TRUE,TRUE,0,33,41.94791863,204,41.86608537,26.4604374
1,TRUE,TRUE,0,35,41.99373395,188,44.40611698,27.81477571
4,TRUE,TRUE,0,37,39.60160215,174,45.33273851,27.09987073
2,TRUE,TRUE,0,34,42.26214939,201,42.113171,26.6313113
3,TRUE,TRUE,0,37,34.58447966,207,38.02283902,24.20776281
1,TRUE,TRUE,0,36,42.39396337,188,44.66483108,27.87130173
4,TRUE,TRUE,0,38,38.83780023,171,45.34781578,26.93270321
2,TRUE,TRUE,0,35,42.75462469,198,42.85730586,26.64697037
3,TRUE,TRUE,0,38,34.39347919,203,38.13161251,24.39044221
1,TRUE,TRUE,0,37,42.04754604,185,44.97521035,27.73517463
4,TRUE,TRUE,0,39,37.9091898,169,45.23342689,26.45806894
3,TRUE,TRUE,0,39,34.79733651,203,38.56095693,24.40578854
1,TRUE,TRUE,0,38,42.19736003,182,45.06740022,28.03074836
2,TRUE,TRUE,0,36,43.02136685,197,43.41006892,26.73311201
4,TRUE,TRUE,0,40,35.22775032,164,44.47490847,25.4654908
3,TRUE,TRUE,0,40,35.18286357,200,39.20295426,24.47154532
1,TRUE,TRUE,0,39,42.48245949,179,45.96973536,27.98442823
2,TRUE,TRUE,0,37,43.43407135,195,43.79497364,26.80579951
3,TRUE,TRUE,0,41,35.57684541,198,39.76048454,24.48526548
4,TRUE,TRUE,0,41,34.73773763,161,44.55254979,25.52081252
1,TRUE,TRUE,0,40,42.49737516,176,46.23088623,28.13329008
2,TRUE,TRUE,0,38,43.73080255,191,44.55503889,26.849579
3,TRUE,TRUE,0,42,34.12168937,190,39.64149791,24.12446475
4,TRUE,TRUE,0,42,35.01284899,160,44.96016356,25.52616424
1,TRUE,TRUE,0,41,42.43802338,173,46.60473683,28.30022266
2,TRUE,TRUE,0,39,44.20412938,190,44.62701135,27.03058935
3,TRUE,TRUE,0,43,33.39726065,188,39.69050308,23.52212619
4,TRUE,TRUE,0,43,35.41913851,160,45.32537035,25.48670995
1,TRUE,TRUE,0,42,42.73033986,173,46.72742085,28.46048064
2,TRUE,TRUE,0,40,44.64153189,189,44.84374873,27.16900138
3,TRUE,TRUE,0,44,33.612006,186,39.83361553,23.80128175
4,TRUE,TRUE,0,44,34.9902901,159,45.09283116,25.25648675
2,TRUE,TRUE,0,41,45.14249532,190,44.79728717,27.3241779
1,TRUE,TRUE,0,43,43.22765186,173,47.1157972,28.43026779
3,TRUE,TRUE,0,45,33.35798377,183,40.02762725,23.81968932
4,TRUE,TRUE,0,45,35.41041204,159,45.47074003,25.21159705
3,TRUE,TRUE,0,46,33.48565009,180,40.09908871,24.10966842
1,TRUE,TRUE,0,44,43.3872653,171,47.4237519,28.70958378
4,TRUE,TRUE,0,46,35.78563954,159,45.81457432,25.1560169
2,TRUE,TRUE,0,42,43.88124423,182,44.44212188,27.69886193
1,TRUE,TRUE,0,45,43.80338988,171,47.54230966,28.72761806
4,TRUE,TRUE,0,47,36.15349981,159,46.29319182,25.16769006
2,TRUE,TRUE,0,43,43.84324749,178,45.25584871,27.83681672
3,TRUE,TRUE,0,47,33.83116067,178,40.04435235,24.43484698
4,TRUE,TRUE,0,48,36.05314102,159,46.4372021,25.08219037
1,TRUE,TRUE,0,46,43.63052877,169,47.68591786,28.57301807
2,TRUE,TRUE,0,44,43.18412904,175,45.1636527,27.99326103
3,TRUE,TRUE,0,48,33.75397856,176,40.1489151,24.62220457
4,TRUE,TRUE,0,49,35.87405863,155,46.77584156,25.20226601
1,TRUE,TRUE,0,47,44.0047457,169,47.94454294,28.60440346
3,TRUE,TRUE,0,49,34.04855812,176,40.31950957,24.73632027
2,TRUE,TRUE,0,45,42.24145294,173,44.37376592,28.1600809
4,TRUE,TRUE,0,50,36.14277405,154,46.89929441,25.39224372
3,TRUE,TRUE,0,50,34.2191587,174,39.96750527,25.07227352
2,TRUE,TRUE,0,46,40.7215684,168,44.45641356,27.76137408
1,TRUE,TRUE,0,48,42.67910735,165,47.00701648,28.52364442
4,TRUE,TRUE,0,51,36.56094318,155,47.00772593,25.49166519
3,TRUE,TRUE,0,51,34.47051729,173,40.09491315,25.19201676
2,TRUE,TRUE,0,47,40.59492981,167,44.18019859,27.79008611
1,TRUE,TRUE,0,49,42.84263771,163,46.95870803,28.80439119
4,TRUE,TRUE,0,52,36.38324602,154,45.89706799,26.23264646
2,TRUE,TRUE,0,48,40.39009558,168,43.55083923,28.0304885
1,TRUE,TRUE,0,50,43.1536444,162,47.28317659,28.95317303
3,TRUE,TRUE,0,52,34.72440234,171,39.77443511,25.57623981
4,TRUE,TRUE,0,53,35.39937787,152,44.91520175,26.18122208
2,TRUE,TRUE,0,49,40.84487193,167,43.59545129,28.24777904
3,TRUE,TRUE,0,53,34.68085185,171,39.9916836,25.62485373
4,TRUE,TRUE,0,54,35.82312822,153,45.29631739,26.13816255
1,TRUE,TRUE,0,51,42.58869551,160,47.37312138,29.00555503
2,TRUE,TRUE,0,50,41.27748682,168,43.52279088,28.36940143
3,TRUE,TRUE,0,54,34.49703876,167,39.93626429,25.93219389
4,TRUE,TRUE,0,55,36.28016739,153,45.17794265,26.38482289
1,TRUE,TRUE,0,52,41.61948449,156,47.01865023,28.97197469
3,TRUE,TRUE,0,55,34.70622157,168,40.03779188,26.03975049
2,TRUE,TRUE,0,51,39.80660383,165,42.6466786,28.24470318
4,TRUE,TRUE,0,56,36.68211972,153,45.5180766,26.37192746
1,TRUE,TRUE,0,53,41.95310087,156,47.17780138,29.13230716
3,TRUE,TRUE,0,56,34.88815992,166,40.07980554,26.2046985
4,TRUE,TRUE,0,57,37.10731309,154,45.64016783,26.45734482
1,TRUE,TRUE,0,54,42.01808016,154,46.56208878,29.60719081
2,TRUE,TRUE,0,52,39.93926297,163,43.00817458,28.33425865
3,TRUE,TRUE,0,57,35.04414653,164,40.15530055,26.51194593
4,TRUE,TRUE,0,58,37.23151663,151,46.33005331,26.38041939
1,TRUE,TRUE,0,55,40.88186473,152,46.28160805,29.22503919
2,TRUE,TRUE,0,53,40.35066787,163,41.93643195,28.76084359
3,TRUE,TRUE,0,58,34.76399398,163,40.23262696,26.26854803
4,TRUE,TRUE,0,59,36.8788747,149,46.34320049,26.49612513
2,TRUE,TRUE,0,54,40.34843504,164,41.60002835,29.01915464
3,TRUE,TRUE,0,59,33.26110152,158,39.59799311,26.00259741
1,TRUE,TRUE,0,56,41.03237191,151,45.35678516,29.70944953
4,TRUE,TRUE,0,60,37.29833779,149,45.93721328,26.84446075
1,TRUE,TRUE,0,57,40.7120147,149,45.1142922,29.96819152
2,TRUE,TRUE,0,55,39.44799183,163,40.41212964,29.07295788
3,TRUE,TRUE,0,60,33.55802762,159,39.33800036,26.32742556
4,TRUE,TRUE,0,61,37.51337316,148,46.41465129,26.96305919
1,TRUE,TRUE,0,58,41.10968036,149,44.05452229,30.40426124
2,TRUE,TRUE,0,56,39.8973655,165,40.06638427,29.20200324
3,TRUE,TRUE,0,61,33.51973096,158,38.40295441,26.57615136
4,TRUE,TRUE,0,62,37.11434587,145,47.1617779,26.73956611
3,TRUE,TRUE,0,62,32.82912721,155,37.80233087,26.59169525
2,TRUE,TRUE,0,57,39.03877531,161,40.07971764,29.08725175
1,TRUE,TRUE,0,59,41.35140848,149,43.04501321,30.86680649
4,TRUE,TRUE,0,63,37.53610314,146,47.01281294,26.94498297
2,TRUE,TRUE,0,58,38.47432732,162,39.70605902,28.78528732
1,TRUE,TRUE,0,60,40.37636595,147,42.65655524,30.56532137
4,TRUE,TRUE,0,64,37.65624247,145,46.89588569,27.32254571
3,TRUE,TRUE,0,63,33.24756233,157,37.83254053,26.64740701
1,TRUE,TRUE,0,61,39.07051321,146,40.95460864,30.30576957
4,TRUE,TRUE,0,65,37.63399604,142,47.09982095,27.60949824
3,TRUE,TRUE,0,64,33.13383297,155,37.66340906,26.75096265
2,TRUE,TRUE,0,59,37.93719346,158,40.11585327,28.66989687
1,TRUE,TRUE,0,62,39.21159491,146,40.45009572,30.47458029
3,TRUE,TRUE,0,65,33.00178131,155,37.46710449,26.66688013
2,TRUE,TRUE,0,60,37.9863264,157,39.42676966,28.84593608
4,TRUE,TRUE,0,66,37.16364961,141,46.31825608,27.93028588
3,TRUE,TRUE,0,66,32.88586647,155,37.43154218,26.57718151
2,TRUE,TRUE,0,61,38.15211037,156,39.25635518,29.05364909
1,TRUE,TRUE,0,63,39.63202663,146,39.85936871,30.64108649
4,TRUE,TRUE,0,67,37.49136983,140,46.22985706,28.21298091
3,TRUE,TRUE,0,67,33.07519595,155,37.12857177,26.83497512
2,TRUE,TRUE,0,62,38.5902389,156,39.44285746,29.06837656
1,TRUE,TRUE,0,64,39.86803712,146,39.26238957,30.84376778
4,TRUE,TRUE,0,68,37.58476884,138,46.10295877,28.54997794
1,TRUE,TRUE,0,65,40.30342946,146,39.20888992,30.95458837
3,TRUE,TRUE,0,68,32.91525297,155,36.9748701,26.85771204
2,TRUE,TRUE,0,63,38.87136491,157,39.09399418,29.2425824
4,TRUE,TRUE,0,69,37.95264448,140,44.88769376,29.14459802
3,TRUE,TRUE,0,69,32.95537921,154,36.86774035,26.85876128
1,TRUE,TRUE,0,66,39.72480075,144,38.03093687,30.9076191
4,TRUE,TRUE,0,70,38.35736069,141,44.27705054,29.45184006
2,TRUE,TRUE,0,64,39.27836122,157,39.28085009,29.41694873
3,TRUE,TRUE,0,70,33.25175817,155,36.79366922,27.11640697
1,TRUE,TRUE,0,67,40.04061264,143,37.21968646,31.1209276
4,TRUE,TRUE,0,71,38.37032308,140,43.62261325,29.89499067
2,TRUE,TRUE,0,65,39.60926139,157,38.79485266,29.62896869
3,TRUE,TRUE,0,71,31.15788077,153,35.53924519,26.17187276
1,TRUE,TRUE,0,68,40.09809578,141,36.40187052,31.2904414
4,TRUE,TRUE,0,72,38.76690463,141,42.62209299,30.2556899
2,TRUE,TRUE,0,66,39.88590434,158,37.34534922,29.95157428
3,TRUE,TRUE,0,72,30.63368182,154,35.11368912,26.12271783
1,TRUE,TRUE,0,69,40.42224654,143,35.43954609,31.40210926
4,TRUE,TRUE,0,73,39.1394511,142,41.89822747,30.47405003
2,TRUE,TRUE,0,67,40.275383,161,37.24311742,30.10441221
3,TRUE,TRUE,0,73,30.7167659,152,34.52489974,26.29926398
4,TRUE,TRUE,0,74,37.69783532,140,41.58361907,30.21420733
1,TRUE,TRUE,0,70,40.21205416,145,34.4544774,31.26269825
3,TRUE,TRUE,0,74,31.13114398,155,34.01402395,26.43066304
2,TRUE,TRUE,0,68,40.20886383,163,37.11943572,30.02156722
1,TRUE,TRUE,0,71,40.23309755,143,33.90713301,31.44769282
4,TRUE,TRUE,0,75,37.64846514,137,41.34185806,30.48909237
3,TRUE,TRUE,0,75,31.405652,153,34.55434506,26.54087202
2,TRUE,TRUE,0,69,40.5952603,163,36.59879891,30.19596246
1,TRUE,TRUE,0,72,40.36264649,147,33.32190467,31.48646364
4,TRUE,TRUE,0,76,37.47896358,135,40.64100771,30.77131244
3,TRUE,TRUE,0,76,31.7883693,153,32.92563361,26.80066231
2,TRUE,TRUE,0,70,40.24604631,161,36.10003931,30.15492209
1,TRUE,TRUE,0,73,39.7822939,146,32.30752729,31.5358811
4,TRUE,TRUE,0,77,37.0785564,134,40.70314715,30.69272333
3,TRUE,TRUE,0,77,32.21249025,155,32.50835769,26.86712345
2,TRUE,TRUE,0,71,38.90105429,163,34.91843164,29.86984791
1,TRUE,TRUE,0,74,39.42652337,149,31.59415231,31.21259575
4,TRUE,TRUE,0,78,36.65755432,133,39.51206895,30.65555215
3,TRUE,TRUE,0,78,31.6820435,155,32.04768779,26.8751111
2,TRUE,TRUE,0,72,39.33662617,166,34.11030847,29.88099441
1,TRUE,TRUE,0,75,39.07962912,149,30.35451457,30.98452059
4,TRUE,TRUE,0,79,36.36470265,132,38.47281606,30.80598458
3,TRUE,TRUE,0,79,31.24070627,155,31.43333831,26.87773232
1,TRUE,TRUE,0,76,39.40487402,150,29.27838005,30.84140457
4,TRUE,TRUE,0,80,36.81555437,132,37.61829021,30.93759441
2,TRUE,TRUE,0,73,39.03091233,166,32.27338613,29.68037589
3,TRUE,TRUE,0,80,31.66872155,158,30.9649411,26.91306258
4,TRUE,TRUE,0,81,36.84369329,134,37.15304234,30.95428849
2,TRUE,TRUE,0,74,38.67312004,168,31.6002572,29.37337438
1,TRUE,TRUE,0,77,39.15612519,151,28.33467236,30.52284126
3,TRUE,TRUE,0,81,31.58883547,155,30.72146756,27.1120675
2,TRUE,TRUE,0,75,38.86955891,170,30.41336643,29.30180183
1,TRUE,TRUE,0,78,39.56284134,155,27.81951517,30.32659811
4,TRUE,TRUE,0,82,36.64265959,134,35.95719358,30.89901222
3,TRUE,TRUE,0,82,31.68509277,156,30.56668602,27.12525375
2,TRUE,TRUE,0,76,37.74645571,172,28.83154732,28.9943617
1,TRUE,TRUE,0,79,39.89524143,158,27.74843836,30.44076357
4,TRUE,TRUE,0,83,37.02678824,136,35.38168419,30.91209592
3,TRUE,TRUE,0,83,31.95249913,158,29.88428001,27.15362828
2,TRUE,TRUE,0,77,38.1996859,174,28.33221136,28.84952362
4,TRUE,TRUE,0,84,36.04987924,136,34.31315712,30.69492838
1,TRUE,TRUE,0,80,39.80131413,158,26.59967996,29.98781715
3,TRUE,TRUE,0,84,32.21059716,158,29.40039345,27.21604256
2,TRUE,TRUE,0,78,37.58072478,174,27.27026992,28.41959035
4,TRUE,TRUE,0,85,35.56102396,138,33.1941394,30.54147752
1,TRUE,TRUE,0,81,38.9673018,158,26.02679705,29.59770177
3,TRUE,TRUE,0,85,32.1137718,161,28.57922467,27.00214847
2,TRUE,TRUE,0,79,37.00525933,172,26.68349662,27.95686413
1,TRUE,TRUE,0,82,37.85101546,164,24.84893214,28.77795428
3,TRUE,TRUE,0,86,32.42129463,161,28.39725349,27.03560041
4,TRUE,TRUE,0,86,35.5043565,140,33.24803193,30.57518579
1,TRUE,TRUE,0,83,37.39665665,165,25.17406918,28.64293613
2,TRUE,TRUE,0,80,36.41460326,174,26.06181611,27.54727848
3,TRUE,TRUE,0,87,32.49973804,163,27.89395683,26.90520523
4,TRUE,TRUE,0,87,34.92461614,141,32.17470625,30.31908872
1,TRUE,TRUE,0,84,37.72409416,167,24.21665697,28.291826
2,TRUE,TRUE,0,81,36.43464633,176,25.6169196,27.42131126
3,TRUE,TRUE,0,88,32.3431657,163,27.00100771,26.61707015
4,TRUE,TRUE,0,88,34.73432178,140,31.6914501,30.09775175
1,TRUE,TRUE,0,85,37.32176411,169,23.80996622,28.02379694
2,TRUE,TRUE,0,82,35.97913024,177,24.81426929,27.23963951
4,TRUE,TRUE,0,89,32.94043523,138,30.43018857,29.36988721
3,TRUE,TRUE,0,89,32.77583642,166,27.16859921,26.61593046
4,TRUE,TRUE,0,90,33.18609906,141,29.68123784,29.3522788
2,TRUE,TRUE,0,83,34.99500146,177,23.72785493,26.62112668
3,TRUE,TRUE,0,90,32.46528841,167,26.24499627,26.56555829
1,TRUE,TRUE,0,86,37.76460548,173,23.31362297,27.72980839
2,TRUE,TRUE,0,84,35.45483538,184,22.91126718,26.28287578
3,TRUE,TRUE,0,91,32.69818998,170,25.72730062,26.47973226
4,TRUE,TRUE,0,91,33.56367607,145,28.86951551,29.19835163
1,TRUE,TRUE,0,87,36.3868237,176,22.35432002,26.7433116
3,TRUE,TRUE,0,92,33.08965348,175,25.6143746,26.56573423
4,TRUE,TRUE,0,92,33.82260606,145,28.01436872,29.04552839
1,TRUE,TRUE,0,88,36.71366831,178,21.7742122,26.44801146
2,TRUE,TRUE,0,85,35.72922658,188,22.33710229,25.99053504
3,TRUE,TRUE,0,93,32.88705766,175,24.41937428,26.28178853
4,TRUE,TRUE,0,93,34.17592855,148,28.26616015,29.09099057
1,TRUE,TRUE,0,89,34.65768282,183,20.66535246,25.20960268
2,TRUE,TRUE,0,86,35.7665164,194,21.88824975,25.77050316
4,TRUE,TRUE,0,94,34.26883179,149,27.61882286,29.06306415
1,TRUE,TRUE,0,90,35.12033502,195,20.18679537,24.89629507
2,TRUE,TRUE,0,87,35.62043587,196,21.37849704,25.35481709
3,TRUE,TRUE,0,94,32.62643346,176,24.16805241,26.09198208
4,TRUE,TRUE,0,95,34.66590589,153,26.73205679,28.84206123
3,TRUE,TRUE,0,95,32.43330105,178,23.42323872,25.70971624
1,TRUE,TRUE,0,91,35.65637579,203,19.72632972,24.57153876
2,TRUE,TRUE,0,88,35.93103462,203,20.76902554,25.03937786
3,TRUE,TRUE,0,96,32.46025249,178,22.76811653,25.45805
4,TRUE,TRUE,0,96,35.0840196,156,26.2367524,28.61349184
1,TRUE,TRUE,0,92,35.31218266,210,18.9574234,23.85827609
2,TRUE,TRUE,0,89,35.76025072,203,20.02800572,24.70110421
3,TRUE,TRUE,0,97,32.78136003,185,22.28015357,25.23221459
1,TRUE,TRUE,0,93,34.86518383,215,18.45445405,23.30948109
4,TRUE,TRUE,0,97,34.35131323,154,25.13346482,28.29431607
2,TRUE,TRUE,0,90,36.03787118,207,19.37797232,24.29169982
1,TRUE,TRUE,0,94,34.96911239,229,18.03474167,22.96474462
4,TRUE,TRUE,0,98,34.48379254,157,23.89011389,27.90924424
3,TRUE,TRUE,0,98,33.24361524,193,21.51437556,24.93373027
2,TRUE,TRUE,0,91,35.49213964,213,18.9509331,23.72158573
1,TRUE,TRUE,0,95,35.47341842,241,17.88202314,22.72208188
