run_no,spat_feed,diff_mort,juv-mort,time,BA,no_trees
4,TRUE,TRUE,0,129,49.96779596,664
3,TRUE,TRUE,0,127,50.75310992,739
2,TRUE,TRUE,0,136,48.75468169,556
1,TRUE,TRUE,0,142,44.39036404,313
4,TRUE,TRUE,0,130,50.8805311,659
1,TRUE,TRUE,0,143,44.85954161,311
2,TRUE,TRUE,0,137,49.20363898,549
3,TRUE,TRUE,0,128,50.63243241,699
4,TRUE,TRUE,0,131,51.16371418,637
2,TRUE,TRUE,0,138,49.91881415,547
1,TRUE,TRUE,0,144,45.10578297,305
3,TRUE,TRUE,0,129,50.78451402,668
2,TRUE,TRUE,0,139,50.05660147,543
4,TRUE,TRUE,0,132,51.27155802,622
1,TRUE,TRUE,0,145,44.83650341,294
3,TRUE,TRUE,0,130,51.0837387,656
1,TRUE,TRUE,0,146,44.8225274,286
4,TRUE,TRUE,0,133,51.4451762,602
2,TRUE,TRUE,0,140,50.32976406,538
3,TRUE,TRUE,0,131,51.27519702,629
1,TRUE,TRUE,0,147,44.74220789,279
4,TRUE,TRUE,0,134,50.87324389,599
2,TRUE,TRUE,0,141,50.65147759,533
1,TRUE,TRUE,0,148,44.81865846,270
4,TRUE,TRUE,0,135,49.13028254,577
3,TRUE,TRUE,0,132,50.9414819,593
2,TRUE,TRUE,0,142,51.26805689,532
1,TRUE,TRUE,0,149,44.96394644,264
3,TRUE,TRUE,0,133,50.9423376,571
2,TRUE,TRUE,0,143,51.18648944,529
4,TRUE,TRUE,0,136,48.96775571,550
1,TRUE,TRUE,0,150,45.42548012,260
5,TRUE,TRUE,0.2,0,43.22948342,182
5,TRUE,TRUE,0.2,1,43.71065026,186
3,TRUE,TRUE,0,134,50.44761891,557
5,TRUE,TRUE,0.2,2,44.00672763,182
4,TRUE,TRUE,0,137,48.23181548,533
2,TRUE,TRUE,0,144,51.35890943,498
5,TRUE,TRUE,0.2,3,41.80825599,159
3,TRUE,TRUE,0,135,50.92242893,545
5,TRUE,TRUE,0.2,4,39.1112762,145
4,TRUE,TRUE,0,138,47.63035886,519
