Block,Year,F_BA,I_BA,Q_BA,FS,IS,QS,FM,IM,QM,SDM,BAM,BAFM,BAQM,SDS,Northing,Easting
52,1964,18.5157617,1.451023107,41.69678849,3,23,0,13,27,3,43,61.6635733,18.5157617,41.69678849,26,105975,433091
52,1999,5.811043201,1.65907508,17.907569,0,3,0,2,9,1,13,25.37768728,5.811043201,17.907569,4,105975,433091
52,2014,7.610440098,1.545891806,18.87259125,0,0,0,2,4,1,7,28.02892315,7.610440098,18.87259125,0,105975,433091
53,1964,30.26335473,3.467532891,14.18625433,0,34,0,3,47,1,51,47.91714195,30.26335473,14.18625433,34,105976,433113
53,1999,0,1.823557091,27.21220068,0,10,0,0,16,2,18,29.03575777,0,27.21220068,10,105976,433113
53,2014,0,3.900290407,28.05523669,0,8,0,0,16,2,18,31.95552709,0,28.05523669,8,105976,433113
54,1964,33.1830724,3.489131341,19.242255,0,8,0,2,19,2,23,55.91445875,33.1830724,19.242255,8,105972,433133
54,1999,0,2.958378897,22.97839407,0,10,0,0,17,2,19,25.93677296,0,22.97839407,10,105972,433133
54,2014,0,4.341149852,25.85974157,0,3,0,0,12,2,14,30.20089142,0,25.85974157,3,105972,433133
55,1964,16.19687362,4.688827035,39.98854749,0,25,0,2,38,3,43,60.87424815,16.19687362,39.98854749,25,105964,433154
55,1999,0,5.490168782,38.47999397,0,5,0,0,13,2,15,43.97016275,0,38.47999397,5,105964,433154
55,2014,0,7.033554799,42.09474552,0,4,0,0,12,2,14,49.12830032,0,42.09474552,4,105964,433154
56,1964,31.74579376,3.496985323,16.98227179,0,17,0,3,27,1,31,52.22505088,31.74579376,16.98227179,17,105960,433174
56,1999,0,1.286796351,20.74990532,0,1,0,0,2,1,4,22.03670167,0,20.74990532,2,105960,433174
56,2014,0,1.795466798,22.7281041,0,3,0,0,4,1,7,24.5235709,0,22.7281041,5,105960,433174
57,1964,12.615458,3.049308369,14.52201204,0,5,0,2,14,1,17,30.18677841,12.615458,14.52201204,5,105960,433191
57,1999,15.99323952,2.763875042,0,0,3,0,2,8,0,10,18.75711456,15.99323952,0,3,105960,433191
57,2014,17.89065724,2.734580112,0,0,2,0,2,6,0,8,20.62523735,17.89065724,0,2,105960,433191
58,1964,27.77167906,1.906554042,0,0,5,0,2,11,0,13,29.6782331,27.77167906,0,5,105950,433212
58,1999,0,1.074149798,0,0,4,0,0,6,0,6,1.074149798,0,0,4,105950,433212
58,2014,0,2.008386438,0,0,0,0,0,3,0,3,2.008386438,0,0,0,105950,433212
60,1964,20.3575204,3.530364744,14.52201204,0,11,0,2,23,1,26,38.40989718,20.3575204,14.52201204,11,105939,433249
60,1999,0,0.615143477,15.37858691,0,1,0,0,2,1,6,15.99373039,0,15.37858691,4,105939,433249
60,2014,0,0.974823849,0,0,1,0,0,2,0,6,1.293133962,0,0,4,105939,433249
61,1964,47.4262681,3.952516257,5.073672136,0,18,0,8,32,3,43,56.45245649,47.4262681,5.073672136,18,105935,433264
61,1999,18.12270919,1.438731626,10.86704388,0,6,0,4,10,3,17,30.42848469,18.12270919,10.86704388,6,105935,433264
61,2014,24.6913973,1.849977393,15.8580469,0,2,0,4,6,3,14,42.39942159,24.6913973,15.8580469,3,105935,433264
62,1964,11.28224462,1.869247629,8.981027998,0,16,0,2,23,3,28,22.13252024,11.28224462,8.981027998,16,105928,433286
62,1999,0,0.794528417,19.12312974,0,0,0,0,2,3,6,19.91765815,0,19.12312974,1,105928,433286
62,2014,0,1.112741562,24.79678894,0,0,0,0,2,3,9,25.9095305,0,24.79678894,4,105928,433286
63,1964,25.658958,2.876520773,30.65458119,1,28,0,5,37,2,44,59.19005996,25.658958,30.65458119,29,105923,433305
63,1999,9.621127502,2.318730998,31.29882367,0,4,0,1,11,2,14,43.23868217,9.621127502,31.29882367,4,105923,433305
63,2014,10.52411951,4.734609773,22.99790572,0,2,0,1,10,1,13,38.25663501,10.52411951,22.99790572,3,105923,433305
64,1964,44.12476838,1.747510914,10.54053423,0,26,0,7,34,2,43,56.41281352,44.12476838,10.54053423,26,105916,433326
64,1999,15.62569281,1.605118227,12.3295338,0,3,0,4,7,2,13,29.56034484,15.62569281,12.3295338,3,105916,433326
64,2014,18.35842414,2.672510084,14.29549409,0,1,0,4,4,2,12,35.32642831,18.35842414,14.29549409,3,105916,433326
65,1964,29.69786805,2.876520773,1.038689071,1,52,0,5,62,1,68,33.6130779,29.69786805,1.038689071,53,105914,433343
65,1999,0.985203456,0.546401502,2.391557042,0,6,0,1,8,1,10,3.923162001,0.985203456,2.391557042,6,105914,433343
65,2014,1.225941071,1.851965968,0,0,4,0,1,7,0,8,3.07790704,1.225941071,0,4,105914,433343
66,1964,14.65160274,2.843141351,56.74501731,1,24,0,7,35,2,44,74.2397614,14.65160274,56.74501731,25,105906,433363
66,1999,3.661565508,0.477679163,12.03797436,0,1,0,3,3,1,9,16.17721904,3.661565508,12.03797436,3,105906,433363
66,2014,4.523183567,0.919915379,13.9708199,0,1,0,3,2,1,7,19.61763732,4.523183567,13.9708199,1,105906,433363
67,1964,5.9866975,0.918915851,4.029092578,1,7,0,3,13,3,20,10.93470593,5.9866975,4.029092578,8,105902,433383
67,1999,13.24491536,3.976078202,11.26928555,0,5,0,3,14,2,19,28.49027911,13.24491536,11.26928555,5,105902,433383
67,2014,14.31922119,4.722723714,15.53118534,0,1,0,3,8,2,13,34.57313025,14.31922119,15.53118534,1,105902,433383
